goos: linux
goarch: amd64
pkg: rsc.io/tmp/rsort
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkRandom/n=1048576/len=512/e=8/alg=sortWithTmp-32         	      12	  94913551 ns/op	         2.968 depth/op	16777216 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     184	   6620865 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     180	   6651061 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     187	   6445147 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4726	    255071 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4708	    255039 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4714	    256719 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4887	    253524 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4693	    254302 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4669	    253930 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4645	    252090 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4732	    253020 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4779	    252148 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortWithTmp-32            	    4767	    252414 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6075	    191701 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6234	    185187 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6366	    190328 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6342	    187410 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6152	    187370 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6319	    186222 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6242	    188003 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6216	    191648 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6446	    193948 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=sortInPlace-32            	    6225	    187884 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4784	    239388 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4839	    240539 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4747	    240097 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4898	    236451 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4908	    239546 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4862	    237552 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4881	    239811 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4899	    239791 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4773	    239353 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps/alg=slices.Sort-32            	    4852	    235001 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5502	    221198 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5530	    221095 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5328	    220439 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5407	    220591 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5452	    220455 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5413	    219341 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5332	    219578 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5474	    219301 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5377	    220201 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortWithTmp-32    	    5425	    220505 ns/op	        32.20 depth/op	   49152 B/op	       1 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6645	    173025 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6906	    177165 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    7016	    172863 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6859	    173195 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6862	    173388 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    7146	    173081 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6873	    173896 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6778	    176300 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6877	    175875 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=sortInPlace-32    	    6801	    172508 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18468	     64969 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18802	     63625 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18480	     65065 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18526	     64840 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18433	     63868 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18573	     64747 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18874	     63877 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18987	     63336 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   18453	     62848 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=kubedeps.sortish/alg=slices.Sort-32    	   19140	     63479 ns/op	        32.20 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3199	    376814 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3325	    379857 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3190	    379290 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3261	    376652 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3142	    379066 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3169	    377667 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3087	    380504 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3187	    379229 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3111	    378142 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortWithTmp-32             	    3210	    379315 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3238	    335932 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3406	    334480 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3496	    338094 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3493	    340728 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3470	    336030 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3405	    336027 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3379	    338576 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3343	    338431 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3348	    339680 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=sortInPlace-32             	    3364	    330386 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1472	    799857 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1460	    827984 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1467	    828444 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1497	    813938 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1449	    828887 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1466	    813141 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1472	    829362 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1477	    801614 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1498	    814634 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks/alg=slices.Sort-32             	    1496	    805868 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4327	    275774 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4328	    274136 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4459	    276388 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4347	    272386 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4278	    275858 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4525	    276359 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4176	    276203 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4460	    275114 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4184	    275386 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortWithTmp-32     	    4267	    273357 ns/op	         7.058 depth/op	  155648 B/op	       1 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4094	    283214 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    3957	    293941 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4002	    290370 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4146	    287090 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4101	    281583 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    3990	    280621 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4123	    288370 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    3876	    288025 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4014	    286038 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=sortInPlace-32     	    4034	    286064 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5719	    206369 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5817	    208295 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5871	    214804 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5826	    209961 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5772	    210359 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5859	    214841 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5923	    201773 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5804	    209600 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5871	    212444 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=opticks.sortish/alg=slices.Sort-32     	    5786	    207436 ns/op	         7.058 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     246	   4852638 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     244	   4849788 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     243	   4957443 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     243	   4880656 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     241	   4954310 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     242	   4902908 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     241	   4882579 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     237	   4936736 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     242	   4912602 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortWithTmp-32                 	     238	   4915127 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     214	   5638031 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     214	   5560863 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     211	   5573154 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     214	   5577654 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     212	   5569341 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     210	   5716184 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     208	   5684989 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     217	   5636367 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     214	   5683524 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=sortInPlace-32                 	     214	   5715624 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      82	  13886003 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      84	  13905051 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      85	  14160081 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      86	  13940084 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      84	  13921234 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      86	  14067836 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      84	  14170844 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      84	  13886104 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      85	  14167488 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw/alg=slices.Sort-32                 	      84	  14239404 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     343	   3402694 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     346	   3410235 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     350	   3416669 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     350	   3476609 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     346	   3395043 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     356	   3357596 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     352	   3402417 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     349	   3391544 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     343	   3381165 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortWithTmp-32         	     354	   3422228 ns/op	         5.582 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     267	   4531892 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     265	   4443985 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     262	   4537370 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     264	   4536791 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     272	   4422414 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     267	   4547224 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     262	   4538963 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     264	   4528649 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     264	   4546985 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=sortInPlace-32         	     274	   4443357 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     302	   3870358 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     302	   3972832 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     304	   3972943 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     310	   3958172 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     304	   3974093 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     302	   3934932 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     304	   3920984 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     310	   3933593 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     312	   3921428 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgw.sortish/alg=slices.Sort-32         	     302	   3834843 ns/op	         5.582 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     243	   4896277 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     248	   4918907 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     236	   4889719 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     242	   4896262 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     242	   4864472 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     240	   4927130 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     246	   4904916 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     242	   4932178 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     244	   4900461 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortWithTmp-32            	     240	   4923814 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     208	   5436289 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     208	   5749372 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     208	   5718690 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     207	   5609335 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     214	   5576036 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
